a,c,g,j,k,Y
177.46,42.261,253.5,11.235,164.13,18.814
172.1,48.376000000000005,268.72,10.824000000000002,154.97,19.039
172.01,44.538000000000004,264.27,10.692,151.4,18.688
176.53,49.672,274.55,10.592,156.66,19.243
176.93,51.717,276.84,10.503,157.66,18.867
173.31,51.17,276.25,10.457,158.47,18.712
165.77,53.196999999999996,278.2,10.423,149.35,18.783
165.56,58.032,280.79,10.224,143.51,18.582
165.56,44.483000000000004,255.79,10.217,143.49,18.237000000000002
163.34,49.93,265.0,10.217,145.46,18.273
157.15,39.153,243.58,10.073,146.98,17.912
157.06,41.33,252.65,10.079,145.98,18.363
158.67,46.998000000000005,257.2,10.079,146.29,18.385
159.31,46.998000000000005,247.19,10.062999999999999,144.3,18.304000000000002
158.43,47.085,227.2,9.9061,144.37,18.304000000000002
164.3,47.56399999999999,267.71,10.118,144.37,18.355999999999998
163.33,46.827,254.94,10.015,144.19,17.982
163.33,45.287,260.54,10.016,142.6,18.18
163.11,44.854,247.86,9.96,147.64,18.077
162.95,44.854,249.86,9.8565,144.08,17.906
155.33,39.010999999999996,249.86,9.6747,139.34,17.653
154.51,39.763000000000005,253.25,9.6118,137.64,17.452
160.25,39.27,241.35,9.8316,140.18,17.441
158.3,37.718,242.87,9.8189,139.95,17.445999999999998
158.99,39.867,245.69,9.8455,140.77,17.303
158.81,40.124,248.53,9.7942,139.7,17.718
158.61,39.435,243.41,9.8078,141.62,17.563
157.75,39.123000000000005,246.3,9.8412,140.96,17.596
154.32,38.656,229.94,9.7875,142.34,17.304000000000002
156.43,35.836999999999996,229.94,9.8599,143.22,17.441
158.59,39.196,230.2,9.8244,141.32,17.215
175.97,39.196,276.8,10.088,159.96,16.984
176.43,37.961999999999996,237.57,10.029,159.45,16.929000000000002
176.43,38.161,237.57,10.06,159.65,17.175
176.54,41.034,238.89,10.1,159.65,16.816
176.54,39.924,237.87,10.035,159.49,16.816
176.74,43.086999999999996,241.77,10.116,159.17,16.811
176.28,41.089,245.76,10.119,159.2,17.113
176.57,36.991,224.72,10.076,158.48,16.48
164.99,37.325,221.82,10.076,156.43,17.248
166.11,46.636,261.77,10.099,154.09,18.863
166.23,41.961000000000006,247.93,10.101,152.92,18.387
166.23,40.259,245.9,10.101,151.01,18.618
162.56,38.522,247.19,9.8947,148.29,18.33
167.96,37.329,238.18,9.775,152.11,17.896
167.87,30.971,237.12,9.6834,151.92,17.482
167.87,35.55,237.12,9.9417,155.49,18.326
167.47,48.98,272.46,9.9787,154.37,19.508
164.81,43.151,253.97,9.8162,149.3,18.801
164.63,37.499,243.28,9.8621,151.05,18.808
170.05,39.611,248.35,10.155,153.74,18.904
170.12,40.37,250.74,10.302999999999999,155.57,19.132
163.7,34.988,242.88,10.304,152.37,19.938
163.54,46.336999999999996,277.84,10.333,148.8,19.984
161.2,45.568000000000005,252.34,9.6819,145.71,17.680999999999997
159.02,45.568000000000005,252.84,9.5668,144.01,17.680999999999997
160.04,44.417,248.19,9.5679,144.25,17.667
159.79,38.348,246.4,9.5862,145.11,18.13
158.69,39.641999999999996,247.46,9.5812,144.06,17.783
160.27,43.483999999999995,251.92,9.5812,143.52,17.82
162.43,42.88,248.94,9.5791,146.39,17.755
162.25,38.775999999999996,246.29,9.5637,146.4,17.658
159.04,44.79600000000001,261.87,9.3856,144.12,18.089000000000002
164.22,46.833,261.87,9.4171,148.62,17.86
161.76,48.078,260.73,9.1523,147.98,17.492
158.99,48.078,259.99,9.113999999999999,147.98,17.347
160.01,48.321000000000005,263.64,9.0912,150.69,17.605
166.21,53.364,269.96,10.215,147.33,17.086
169.05,53.364,259.98,10.414000000000001,151.42,17.05
169.96,53.263000000000005,264.98,10.537,153.02,17.324
170.61,51.403999999999996,269.48,10.532,153.72,16.899
163.78,42.157,261.68,10.489,153.78,16.835
167.01,44.97,245.68,10.315,153.78,16.878
169.06,44.205,251.3,10.27,150.29,16.684
165.99,43.933,260.92,10.197000000000001,148.46,17.055
190.57,37.4,233.19,10.302999999999999,163.25,17.262
189.58,40.696999999999996,244.86,10.522,162.95,17.289
189.0,38.431999999999995,244.47,10.517999999999999,161.86,17.225
188.36,38.431999999999995,240.56,10.549000000000001,161.12,17.17
187.76,41.988,242.24,10.602,163.83,17.462
187.76,42.381,252.92,10.607999999999999,163.69,17.419
187.69,43.56399999999999,251.88,10.607999999999999,163.69,17.187
187.1,38.674,242.79,10.513,164.38,17.236
187.11,37.835,241.01,10.530999999999999,164.15,17.139
190.66,43.032,256.94,10.734000000000002,167.87,17.532
190.93,45.28,281.99,10.679,166.71,18.31
190.93,49.623999999999995,261.18,10.492,163.36,18.05
189.54,39.939,252.82,10.484000000000002,163.61,17.903
189.17,38.768,241.26,10.454,159.28,17.352999999999998
186.5,51.873000000000005,258.66,10.442,159.28,17.375999999999998
185.24,41.968,252.62,10.312000000000001,158.99,17.713
184.91,46.107,260.05,10.272,158.18,17.722
184.96,48.216,259.61,10.264000000000001,159.23,17.688
181.89,41.67,247.55,10.125,159.41,17.636
183.45,39.528,247.24,10.222000000000001,159.4,17.615
190.66,39.815,247.24,10.307,159.4,17.590999999999998
190.99,45.501999999999995,249.9,10.307,159.18,17.794
188.84,37.471,237.61,10.307,162.04,17.514
187.96,42.582,239.95,10.238,162.47,17.387
190.91,39.135999999999996,246.33,10.648,169.85,18.725
191.28,41.31,243.88,11.065,175.32,17.837
195.28,42.254,250.31,11.149000000000001,175.88,18.266
202.13,47.696999999999996,239.01,10.817,177.92,17.485
206.09,47.696999999999996,244.7,10.832,177.13,17.428
205.19,48.068000000000005,245.07,10.832,177.33,17.619
173.03,35.99,245.07,10.927,152.99,18.392
170.12,38.101,245.15,10.762,152.68,18.817999999999998
170.07,41.541000000000004,245.72,10.67,151.0,18.773
169.73,39.823,245.72,10.681,149.72,18.267
168.08,37.535,242.6,10.630999999999998,149.92,18.499000000000002
170.44,43.687,253.1,10.665,150.93,18.829
171.56,43.371,254.88,10.779000000000002,151.36,18.43
171.04,43.853,254.88,10.698,152.94,18.761
171.04,40.54,260.73,10.623,150.86,18.671
171.19,45.7,261.6,10.615,151.22,18.651
170.84,43.257,271.45,10.677,156.97,18.891
167.2,45.053000000000004,257.2,10.517000000000001,150.19,18.462
167.27,42.941,257.97,10.602,148.93,18.477
167.27,43.273999999999994,261.62,10.554,149.18,18.822
164.67,43.273999999999994,257.34,10.466,147.18,18.343
164.86,43.126000000000005,255.39,10.520999999999999,147.16,18.462
165.36,46.297,259.28,10.501,146.15,18.569000000000003
157.41,37.681999999999995,214.19,10.011000000000001,139.04,16.63
159.48,34.838,238.68,10.173,139.68,17.778
158.79,36.281,237.18,10.171,139.63,17.789
158.92,35.93,237.34,10.171,139.82,17.944000000000003
167.26,26.15,157.85,10.456,149.49,17.748
177.67,38.121,176.85,11.136,158.85,18.93
175.74,35.153,174.59,11.04,157.61,18.909000000000002
175.72,34.376999999999995,173.21,11.04,157.61,18.909000000000002
176.47,34.016999999999996,172.35,11.197000000000001,157.59,18.791
176.61,32.579,172.94,11.093,157.32,18.825
175.93,35.443000000000005,183.77,11.099,158.48,18.408
175.63,35.614000000000004,184.73,11.009,159.73,18.487000000000002
175.33,39.085,200.92,11.135,158.2,18.487000000000002
174.46,37.73,206.1,11.059000000000001,158.77,18.415
174.72,37.711999999999996,222.28,11.059000000000001,157.33,18.375999999999998
175.36,37.711999999999996,225.27,11.050999999999998,156.04,18.375999999999998
175.38,41.745,228.06,11.06,156.04,18.392
175.12,39.181999999999995,229.57,11.157,155.96,18.387
174.61,39.19,234.38,11.029000000000002,155.69,18.409000000000002
176.71,39.391999999999996,231.06,11.07,155.71,18.409000000000002
174.17,38.969,228.67,11.072000000000001,155.74,18.532
175.79,36.531,232.87,11.072000000000001,156.01,18.678
174.88,32.541,215.32,11.046,160.29,19.211
177.83,40.685,222.74,11.196,158.34,18.869
177.51,39.66,221.76,11.122,156.67,18.942999999999998
176.64,40.993,234.43,11.142000000000001,155.51,19.764
176.06,40.996,254.64,11.217,155.28,19.764
174.44,40.996,246.7,11.105,156.06,19.775
174.08,40.885,241.43,11.183,154.8,18.906
178.8,41.606,248.07,11.19,154.27,19.340999999999998
176.62,38.014,254.63,11.142000000000001,155.67,19.557000000000002
171.88,38.014,263.27,10.985999999999999,152.24,19.778
171.75,37.188,248.44,11.087,150.81,18.727999999999998
167.8,33.96,233.56,11.048,151.48,18.506
168.95,35.708,236.07,11.06,151.34,18.332
167.21,35.708,186.87,11.06,151.89,16.773
168.53,28.69,193.98,11.109000000000002,151.08,17.55
167.99,36.111999999999995,193.75,11.047,151.2,17.55
168.3,36.372,203.37,11.08,150.93,17.532
168.7,34.044000000000004,215.34,11.064,151.07,18.061
166.3,38.454,222.92,11.017000000000001,150.39,18.122
167.67,39.278,236.45,11.030999999999999,150.4,17.976
164.94,38.958,234.88,11.05,150.4,17.794
166.01,38.958,238.62,11.097999999999999,150.14,18.255
165.73,37.613,241.99,11.110999999999999,149.88,18.547
165.73,37.25,240.51,11.06,149.69,18.382
165.76,37.491,242.72,11.065999999999999,150.13,18.272000000000002
165.53,37.491,238.89,11.052999999999999,149.76,18.305999999999997
165.48,39.907,241.57,11.052,149.5,18.48
165.48,38.175,238.17,11.055,149.92,18.227
165.47,37.271,238.99,11.113,148.56,17.985
165.48,41.611000000000004,246.31,11.169,149.03,18.538
165.48,38.979,245.85,11.007,148.76,18.489
164.54,38.979,246.76,11.105,148.92,18.857
164.56,37.601,240.84,11.155999999999999,147.87,18.233
166.6,43.55,240.62,11.027000000000001,147.88,18.414
166.23,39.884,238.99,11.097999999999999,147.92,18.342
158.05,34.288000000000004,191.37,10.582,139.28,14.802
157.62,48.568000000000005,225.02,10.460999999999999,138.81,17.279
157.77,38.968,232.08,10.499,138.93,17.232
146.04,37.599000000000004,181.52,10.036,128.23,14.142999999999999
141.85,27.361,188.72,9.8315,123.23,16.477
140.44,34.376,211.98,9.6983,122.9,16.215
140.55,30.893,214.61,9.7262,121.95,16.730999999999998
140.55,37.25,223.69,9.7949,122.44,16.432000000000002
140.81,34.63,228.85,9.7081,122.13,16.625
143.24,38.58,231.7,9.7585,123.14,16.967
143.27,36.816,235.95,9.7166,121.59,17.145
141.77,36.010999999999996,234.51,9.769,122.36,17.276
141.19,38.095,229.06,9.7047,121.9,16.590999999999998
143.24,39.635999999999996,235.99,9.7431,125.84,16.761
145.92,38.319,236.12,9.8332,125.22,16.767
145.51,38.354,234.97,9.7229,125.21,17.201
145.09,37.986999999999995,230.25,9.7899,125.21,16.847
145.37,37.079,236.06,9.8059,125.12,17.054000000000002
145.39,42.156000000000006,222.87,9.6804,125.21,16.303
144.89,38.371,227.34,9.7858,125.21,16.826
144.99,37.233000000000004,231.87,9.7517,125.21,17.146
167.58,44.358000000000004,265.29,11.139000000000001,148.73,18.785999999999998
167.8,44.245,248.78,11.165,149.13,18.704
169.08,44.245,244.67,11.061,148.48,18.58
166.88,38.286,246.64,11.105,148.28,18.377
167.7,41.4,253.02,11.148,148.27,18.491
167.51,42.202,254.3,11.139000000000001,147.8,18.56
166.81,38.86,246.67,11.087,147.86,18.505
166.29,38.687,243.54,11.102,147.86,18.456
168.98,42.06399999999999,258.63,11.149000000000001,148.33,18.952
167.5,57.872,252.6,11.068,149.85,18.344
164.34,37.032,243.93,11.085,148.65,18.532
165.93,39.982,243.76,11.136,148.45,18.402
166.92,39.857,243.76,11.162,148.86,18.503
167.56,39.857,242.7,11.037,145.99,18.433
168.06,39.994,245.97,11.06,147.56,18.437
170.79,41.236999999999995,249.52,11.117,147.22,18.558
169.66,41.924,250.75,11.17,148.7,18.512
169.43,46.55,252.25,11.056,148.74,18.567
168.34,42.886,257.22,11.046,147.37,18.567
168.07,42.934,254.19,11.138,147.47,18.51
167.95,43.52,258.45,11.130999999999998,147.83,18.593
167.95,42.065,255.84,11.03,148.44,18.593
167.96,38.509,247.22,11.099,147.65,18.457
167.1,45.387,245.46,11.15,147.65,18.415
166.74,36.681,243.41,11.14,148.64,18.217
171.72,39.275,247.36,11.109000000000002,148.79,18.659000000000002
172.39,39.163000000000004,248.97,11.109000000000002,148.57,18.51
171.38,40.183,244.19,11.163,147.41,18.35
171.18,44.433,244.24,11.130999999999998,147.73,18.394000000000002
171.18,41.842,249.75,11.06,148.96,18.997
171.94,41.842,239.03,11.571,152.5,19.05
173.88,39.19,233.79,11.774000000000001,155.83,19.163
176.4,42.236999999999995,235.03,11.899000000000001,158.34,18.980999999999998
131.89,35.698,151.11,9.7698,115.84,16.457
133.48,30.212,156.85,9.7,116.03,14.922
134.05,34.426,166.81,9.7139,116.06,15.932
139.58,37.622,188.82,10.128,122.16,17.847
143.42,42.497,203.97,10.329,125.86,17.668
143.42,41.071999999999996,204.72,10.43,125.08,17.532
143.27,41.778,203.62,10.468,125.62,17.475
143.39,42.086000000000006,209.0,10.382,125.67,17.483
142.26,42.086000000000006,209.79,10.382,125.67,17.483
141.29,42.111999999999995,209.92,10.378,126.23,17.504
146.68,41.795,213.03,10.46,126.58,17.592
143.63,42.611999999999995,211.79,10.445,126.53,17.647000000000002
143.62,42.163999999999994,211.25,10.452,126.82,17.602999999999998
143.62,41.199,212.33,10.353,126.74,17.574
142.85,42.385,213.13,10.357999999999999,127.24,17.521
142.14,42.494,208.72,10.366,126.86,17.129
147.6,33.059,207.44,10.366,129.09,16.459
146.39,40.001,207.44,10.423,129.65,17.521
151.92,42.434,217.91,10.431,135.08,17.553
152.38,39.294000000000004,213.95,10.417,134.16,17.553
153.67,39.635,213.95,10.356,135.53,17.782
152.84,41.449,223.38,10.47,134.85,17.78
151.51,42.441,220.51,10.450999999999999,135.24,17.741
151.65,42.0,218.06,10.372,135.14,17.741
151.54,42.833999999999996,212.45,10.411,135.15,17.29
150.76,42.881,209.21,10.458,135.15,17.257
150.64,42.756,208.96,10.458,134.47,17.198
152.75,42.756,208.96,10.468,134.8,17.639
154.24,42.636,204.17,10.442,135.22,16.998
154.17,42.636,212.97,10.427,135.32,17.137999999999998
153.48,42.474,213.69,10.43,135.32,17.337
169.23,43.222,217.55,10.975999999999999,151.8,18.617
167.96,41.809,217.72,10.978,151.57,18.779
167.28,41.809,218.71,11.079,151.52,18.577
169.56,41.84,232.87,11.079,150.45,18.895
165.82,42.565,253.32,11.078,151.88,19.307000000000002
184.43,44.695,251.11,11.755999999999998,165.18,20.288
192.76,43.668,230.72,11.795,160.5,18.844
194.07,44.273999999999994,232.23,12.027999999999999,173.13,18.942
186.99,44.135,217.75,11.993,173.72,19.035
185.62,44.135,219.55,11.997,167.93,19.02
187.35,45.974,229.9,11.975,169.62,19.502
191.09,44.611999999999995,229.7,12.032,171.09,19.158
190.96,46.247,230.96,12.008,170.94,19.025
190.96,47.138999999999996,233.78,11.936,169.02,19.335
191.37,44.498999999999995,238.16,11.936,169.48,19.352999999999998
190.4,46.731,236.03,11.981,169.51,19.352999999999998
189.34,46.243,240.59,11.987,170.01,19.408
188.12,43.333999999999996,234.4,11.955,169.07,19.227
191.64,43.327,245.06,12.009,170.51,19.476
189.88,47.041000000000004,248.76,11.887,169.29,19.474
194.89,40.742,256.15,11.969000000000001,165.64,19.442999999999998
193.45,49.88,262.39,12.033,167.22,19.672
189.62,44.847,265.63,11.902000000000001,170.02,19.599
191.24,47.111000000000004,255.84,11.995,170.8,19.6
187.35,45.611000000000004,257.23,11.927,171.61,19.552
189.02,49.714,262.27,12.054,171.78,19.432000000000002
185.23,47.335,258.14,11.884,171.78,19.415
187.61,47.261,271.31,11.978,174.47,19.752
188.88,47.458999999999996,254.91,11.792,168.06,19.352
182.74,47.101000000000006,248.47,11.743,170.78,19.269000000000002
187.97,47.55,261.49,11.823,168.98,19.623
185.39,45.027,261.22,11.855,169.24,19.192
189.18,45.45,261.22,11.856,166.57,19.489
191.89,47.51,263.62,11.857999999999999,166.17,19.815
191.71,48.001000000000005,258.27,11.857999999999999,166.66,19.646
190.31,48.9,267.86,11.860999999999999,166.66,19.679000000000002
190.82,46.04600000000001,262.05,11.761,166.54,19.346
191.22,56.494,261.86,11.802,166.82,19.590999999999998
189.52,48.263999999999996,264.07,11.775,166.86,19.503
190.42,48.956,264.07,11.775,166.68,19.362000000000002
192.17,48.863,265.24,11.765999999999998,166.55,19.575
189.13,48.667,264.21,11.751,164.95,19.677
187.55,48.034,263.91,11.725999999999999,164.95,19.433
187.34,46.958,261.65,11.690999999999999,164.92,19.32
182.51,47.144,256.84,11.592,168.76,19.563
180.17,47.961999999999996,250.91,11.630999999999998,167.86,19.39
187.39,47.343999999999994,264.0,11.720999999999998,165.24,19.105999999999998
184.86,48.272,256.48,11.735999999999999,166.09,19.122
183.37,45.538000000000004,255.45,11.761,168.66,19.298
186.1,45.538000000000004,265.63,11.655,165.04,19.588
185.11,44.78,262.79,11.802999999999999,166.77,19.532
187.09,45.873999999999995,269.68,11.717,166.77,19.06
185.7,45.873999999999995,256.61,11.684000000000001,166.52,19.059
187.42,45.482,256.61,11.710999999999999,164.82,19.363
185.3,47.95399999999999,255.03,11.710999999999999,167.99,18.886
185.27,47.667,253.82,11.706,168.13,18.909000000000002
183.94,47.494,227.27,11.694,165.46,18.938
185.81,47.056999999999995,232.79,11.607000000000001,164.52,19.122
188.42,47.038000000000004,237.55,11.655999999999999,163.64,19.105999999999998
188.19,47.038000000000004,235.76,11.626,163.95,18.97
187.41,47.028999999999996,236.41,11.632,164.38,19.219
188.74,46.68600000000001,234.65,11.632,164.62,19.028
188.62,46.903999999999996,235.94,11.689,164.29,18.961
186.86,46.75899999999999,234.94,11.574000000000002,165.38,18.95
186.6,47.358000000000004,236.61,11.66,164.71,19.035999999999998
186.63,46.378,242.13,11.635,165.65,18.861
184.16,46.378,248.19,11.758,167.67,19.172
179.22,45.696999999999996,223.97,11.700999999999999,166.05,18.242
179.13,46.231,228.69,11.614,167.97,18.649
183.19,46.108999999999995,229.8,11.655,165.0,19.039
183.35,46.803999999999995,230.13,11.65,164.38,18.719
184.06,48.338,242.34,11.499,164.24,19.391
185.85,47.595,238.79,11.565,166.13,19.057000000000002
185.25,47.998999999999995,241.79,11.620999999999999,165.7,19.042
184.81,47.085,229.07,11.703,167.16,18.910999999999998
195.37,49.256,257.4,11.929,175.63,19.596
195.35,51.102,265.73,11.927999999999999,174.24,19.424
195.35,48.38,243.76,11.925,175.88,19.113
195.53,48.123000000000005,249.88,11.883,175.79,19.211
198.53,45.678000000000004,265.67,12.019,175.79,19.59
203.77,53.553000000000004,266.09,12.056,170.08,19.7
203.71,49.036,267.49,11.921,171.2,19.534000000000002
198.93,48.071000000000005,256.08,11.953,172.49,19.514
202.19,48.998999999999995,256.54,11.997,182.51,19.13
202.74,49.073,262.28,12.002,181.15,19.250999999999998
193.64,39.451,253.47,11.735999999999999,167.47,19.250999999999998
194.67,38.489000000000004,256.66,11.73,169.19,19.268
195.42,34.53,235.76,11.790999999999999,166.47,18.842
138.09,47.261,189.87,9.6865,121.69,16.537
140.21,38.343,205.87,9.6888,120.9,16.797
142.3,29.377,207.58,9.6888,121.24,16.732
140.68,30.079,210.86,9.7561,121.22,17.015
139.37,31.750999999999998,213.81,9.6052,121.53,17.021
138.78,33.763000000000005,212.89,9.708,121.54,17.163
138.38,36.44,212.03,9.7403,120.81,16.69
137.78,35.274,194.52,9.6978,120.77,16.402
138.48,35.274,223.06,9.8445,123.09,17.186
165.62,40.788000000000004,257.13,10.024,154.87,18.269000000000002
173.88,40.788000000000004,252.7,10.227,162.58,18.463
174.56,40.781,243.66,10.275,163.34,18.570999999999998
178.01,37.868,236.13,10.355,163.94,18.55
178.88,37.699,238.74,10.384,165.76,18.692
176.18,39.083,239.94,10.482999999999999,163.53,18.94
178.24,48.221000000000004,240.37,10.475,164.83,18.83
183.63,48.221000000000004,243.82,10.745,170.3,19.23
185.67,48.221000000000004,249.52,10.899000000000001,172.38,19.026
186.14,48.511,250.35,10.894,172.04,19.191
186.14,44.693999999999996,260.37,10.902000000000001,171.65,19.479
185.91,49.828,262.82,10.889000000000001,171.83,19.604
187.1,45.521,262.68,10.912,171.45,19.667
187.85,47.861999999999995,269.39,10.866,170.93,19.639
183.31,46.456,258.25,10.74,168.73,19.393
183.89,46.208999999999996,267.4,10.769,169.31,19.695999999999998
174.7,49.107,265.75,10.202,162.03,19.234
173.62,44.158,264.77,10.189,162.78,18.593
175.59,44.961000000000006,259.24,10.161,163.69,18.555
177.83,45.695,251.87,10.2,165.45,18.229
179.17,50.673,251.34,10.187999999999999,168.07,18.199
181.39,43.84,245.64,10.187000000000001,168.01,18.093
180.81,45.446000000000005,242.12,10.176,169.83,17.932000000000002
183.52,45.011,241.14,10.261,170.28,17.95
183.52,41.376999999999995,232.3,10.191,171.58,17.713
195.31,30.916999999999998,213.85,10.715,183.14,18.197
197.68,43.486000000000004,213.85,10.831,183.93,19.479
147.44,34.727,213.07,9.7904,136.14,18.467
141.23,33.792,212.18,9.7385,130.59,17.180999999999997
167.87,42.044,281.96,10.957,156.85,20.47
170.81,41.708999999999996,250.88,11.052999999999999,159.18,19.227999999999998
171.18,39.36,247.03,11.075,159.66,19.37
169.82,39.504,246.24,11.012,159.02,19.375999999999998
167.89,38.955999999999996,243.79,11.052999999999999,156.53,19.375999999999998
176.8,57.013999999999996,281.61,10.874,160.61,19.459
177.25,51.36600000000001,222.09,10.773,163.19,17.745
189.96,43.343,249.33,11.378,171.09,19.159000000000002
186.53,41.803999999999995,247.3,11.466,174.03,19.102999999999998
186.6,43.06,238.39,11.501,174.59,18.762
186.62,42.281000000000006,232.81,11.497,173.39,18.8
188.94,42.22,244.52,11.587,174.15,19.163
191.36,42.855,261.53,11.662,174.99,19.451
189.41,42.846000000000004,238.83,11.657,176.17,18.784000000000002
194.87,42.771,254.0,11.818,181.62,19.184
194.91,42.047,256.16,11.765,178.2,19.192999999999998
194.91,42.538999999999994,256.16,11.794,177.27,19.551
197.83,42.538999999999994,255.33,11.718,176.53,19.316
194.67,41.595,250.7,11.747,175.97,19.271
194.59,41.595,252.27,11.722999999999999,177.02,19.344
198.75,41.973,254.94,11.783,176.52,19.401
197.22,41.973,251.68,11.785,175.14,19.462
195.24,42.558,242.99,11.761,175.8,19.268
194.2,42.242,241.67,11.709000000000001,176.43,19.337
191.51,42.97,236.35,11.700999999999999,178.27,18.953
190.75,42.755,237.0,11.882,178.72,18.832
192.07,42.755,242.0,11.785,179.45,19.160999999999998
191.48,28.831,239.14,11.931,179.89,18.907
203.52,39.294000000000004,239.14,12.552999999999999,190.87,20.395
207.27,39.231,243.32,12.732000000000001,192.15,20.791999999999998
212.11,44.316,243.32,12.667,194.36,19.282
220.23,40.423,244.31,13.174000000000001,203.77,19.858
222.51,42.251999999999995,253.13,13.109000000000002,203.74,20.412
221.96,41.123999999999995,251.78,13.083,204.57,20.184
217.88,47.62,263.94,13.1,203.22,19.969
216.26,46.881,257.24,12.520999999999999,190.36,18.768
212.55,40.683,251.35,12.33,185.34,19.08
213.05,40.72,254.09,12.328,185.31,19.44
211.29,40.72,254.09,12.270999999999999,186.14,18.985
211.19,45.223,254.94,12.342,187.6,19.359
211.07,49.768,254.94,12.242,185.86,19.625999999999998
208.98,42.426,254.82,12.208,186.35,19.102
208.4,42.11,252.92,12.222000000000001,183.41,19.049
213.56,53.156000000000006,274.94,12.270999999999999,185.42,19.049
202.77,44.386,262.65,11.998,181.28,18.982
202.4,45.672,251.94,11.915,181.24,19.347
201.16,45.672,280.21,11.866,181.78,19.581
199.9,44.925,265.97,11.725,177.89,19.186
203.04,47.913999999999994,269.09,11.734000000000002,178.56,19.312
195.37,41.288000000000004,253.67,11.634,177.03,18.436
194.95,40.594,254.68,11.649000000000001,176.25,18.847
194.85,39.77,244.63,11.687999999999999,175.14,18.523
194.85,39.87,242.85,11.617,174.55,18.648
194.73,39.702,242.94,11.603,173.91,18.758
194.73,39.702,247.85,11.59,175.25,18.759
194.73,38.176,244.9,11.618,175.34,18.759
195.08,38.105,243.12,11.662,175.34,18.74
197.87,36.422,237.02,11.687999999999999,174.03,18.692
196.68,36.071,237.66,11.574000000000002,173.99,18.791
196.11,36.457,209.83,11.405,168.24,18.791
196.11,36.457,243.93,11.605,175.96,18.939
200.47,36.186,232.11,11.587,175.96,18.573
197.94,38.11,247.1,11.762,176.0,19.25
198.17,39.2,246.84,11.671,175.57,18.907
197.71,40.24,245.17,11.550999999999998,171.0,18.899
197.71,38.857,245.17,11.77,176.79,18.899
200.33,37.262,249.55,11.927,179.03,18.926
199.52,40.399,255.26,12.140999999999998,184.71,19.088
203.18,49.894,244.02,12.254000000000001,187.01,19.224
201.22,44.105,263.8,12.029000000000002,181.42,19.627
202.67,44.105,260.45,12.045,179.21,19.294
201.75,43.978,259.33,12.045,180.02,19.405
203.53,45.265,265.74,12.04,180.88,19.533
199.94,48.365,269.77,12.052999999999999,183.05,19.565
193.72,48.583999999999996,271.43,0.0,179.55,19.570999999999998
191.87,39.452,243.64,0.0,179.55,19.005
191.03,38.16,243.64,11.823,178.42,19.005
193.51,40.760999999999996,244.23,11.934000000000001,178.34,19.017
191.69,40.597,241.96,11.859000000000002,179.83,19.201
202.26,40.597,241.96,11.958,174.07,19.378
194.26,40.597,248.05,11.949000000000002,182.54,19.393
194.49,40.669000000000004,248.05,12.027000000000001,181.78,19.393
194.49,42.684,258.71,12.025,182.85,19.465
195.08,47.23,264.86,12.011,182.85,19.939
194.9,47.516999999999996,268.81,11.982999999999999,182.89,19.867
197.31,46.262,255.34,12.022,181.69,19.274
189.21,51.129,260.17,11.878,177.11,19.312
191.54,40.224000000000004,246.46,12.095,174.55,19.312
189.6,40.853,243.76,12.033,176.26,19.146
179.26,44.167,237.38,11.69,166.51,19.552
179.12,43.466,250.67,11.807,164.76,19.739
170.89,35.419000000000004,217.45,11.194,155.88,18.413
165.87,36.74,225.58,11.132,150.85,19.133
163.99,37.811,232.09,11.126,151.13,19.109
164.11,37.811,226.57,11.115,151.19,18.992
164.75,37.972,228.37,11.115,150.77,19.191
163.45,37.599000000000004,230.47,10.984000000000002,149.59,18.621
165.61,37.599000000000004,246.86,11.004000000000001,149.94,19.680999999999997
164.77,41.808,244.19,11.092,147.78,19.352
163.85,41.729,248.07,11.064,148.25,19.385
163.25,38.465,238.9,10.958,148.04,19.385
162.9,36.89,244.54,10.955,147.78,19.278
162.54,39.744,247.97,10.992,148.36,19.287
162.67,40.39,249.86,10.992,149.18,19.361
162.39,40.812,252.46,10.998,149.26,19.589000000000002
163.06,40.994,249.04,10.985999999999999,149.31,19.401
163.09,47.016000000000005,256.35,10.901,149.88,19.679000000000002
163.09,38.828,246.2,10.967,149.95,19.484
164.39,40.203,246.66,10.864,150.99,19.616
165.15,39.823,246.66,10.937000000000001,149.15,19.415
166.31,40.99100000000001,246.62,10.993,151.45,19.534000000000002
167.42,40.188,246.65,11.015999999999998,152.89,19.677
167.53,42.088,251.94,10.969000000000001,152.65,19.4
166.05,42.906000000000006,255.48,11.069,153.15,19.474
165.5,44.571999999999996,250.09,11.015,151.35,19.46
165.7,41.019,249.27,10.998,151.24,19.567
164.73,39.917,249.21,11.050999999999998,150.76,19.402
165.32,39.575,242.67,11.023,150.29,19.402
164.23,38.374,245.26,10.940999999999999,150.29,19.434
166.62,40.595,252.3,11.045,150.42,19.453
166.78,39.141,244.01,11.013,150.22,19.401
164.56,42.369,250.67,10.992,150.37,19.627
164.85,40.633,250.62,10.993,150.37,19.652
165.15,43.443999999999996,245.71,11.015999999999998,149.54,19.372
166.54,36.372,234.83,11.015999999999998,151.34,19.226
166.49,36.478,241.76,11.012,150.94,19.559
166.35,34.786,240.65,11.012,151.47,19.615
165.76,38.961,245.26,10.943,151.58,19.602999999999998
167.21,39.762,248.22,11.027000000000001,152.61,19.602999999999998
