a,c,g,j,k,Y
136.02,33.554,213.36,9.6665,125.07,16.203
135.86,34.232,213.42,9.7162,124.84,15.824000000000002
137.83,32.92,214.38,9.7505,124.8,15.782
136.23,35.02,221.91,9.5957,124.47,15.857000000000001
136.3,36.012,222.38,9.647,123.81,15.875
136.65,36.302,226.03,9.6554,123.91,15.875
137.72,36.302,220.92,9.6554,124.4,15.807
137.33,35.938,222.63,9.7395,124.16,15.83
137.35,35.103,219.99,9.7666,124.19,15.83
136.13,37.198,220.39,9.6713,124.47,16.129
136.1,34.663000000000004,220.39,9.703,124.81,15.96
135.79,34.976,220.02,9.7696,124.34,15.627
136.55,33.736,216.45,9.6347,123.81,15.770999999999999
137.14,33.664,212.29,9.6817,123.48,15.693
136.79,35.227,218.33,9.7514,124.35,15.792
136.79,34.046,218.33,9.6665,123.77,15.860999999999999
136.66,34.046,218.13,9.7235,123.05,15.860999999999999
136.62,33.515,216.32,9.708,122.73,15.884
135.88,33.315,217.02,9.6476,122.73,15.884
136.09,35.429,220.99,9.6809,124.04,15.847000000000001
136.66,35.095,219.07,9.7299,123.9,15.944
135.4,35.857,221.92,9.6145,124.54,16.03
149.56,42.302,242.21,10.385,137.37,17.508
149.56,42.826,249.0,10.382,137.07,17.674
152.15,45.567,255.09,10.398,137.07,17.727999999999998
152.91,41.762,250.79,10.466,137.16,17.76
149.53,42.785,242.78,10.425,136.49,17.793
149.06,49.323,240.01,10.44,135.73,17.546
148.6,40.758,252.56,10.413,135.1,17.912
148.78,40.758,247.09,10.402999999999999,134.43,17.397000000000002
148.14,40.738,250.77,10.408,135.31,17.347
146.56,41.258,246.07,10.466,136.22,17.188
146.93,41.258,246.08,10.392000000000001,135.61,17.508
155.42,40.07,237.21,10.402999999999999,143.17,18.387
162.54,49.023,238.1,10.89,151.38,20.383
164.88,45.847,238.1,11.088,153.13,19.101
164.88,45.82899999999999,237.56,11.088,153.67,18.975
164.83,45.82899999999999,237.56,11.087,153.34,18.667
165.13,47.568000000000005,243.62,11.075,153.21,19.035
166.31,52.176,250.37,11.139000000000001,155.0,18.913
173.8,48.411,253.27,11.114,162.07,18.636
174.01,48.428999999999995,255.06,11.091,162.17,19.004
172.99,52.507,245.43,11.078,162.17,18.995
172.99,50.016999999999996,248.58,11.119000000000002,161.2,18.995
172.53,50.016999999999996,254.29,11.07,160.82,18.989
172.61,48.474,262.69,11.046,160.53,19.185
172.82,48.763000000000005,263.66,11.115,160.77,18.898
173.5,47.516000000000005,266.6,11.094000000000001,160.57,19.281
171.61,47.516000000000005,250.08,11.106,161.08,18.754
172.36,47.488,246.83,11.112,160.86,18.729
172.76,49.733999999999995,255.03,11.047,160.15,19.18
172.27,48.333,253.42,11.081,160.42,19.18
174.69,54.203,262.88,11.196,161.86,19.222
172.93,48.532,263.45,11.12,161.37,19.205
172.25,53.347,261.74,11.12,161.37,19.148
173.51,45.395,246.47,11.077,161.42,19.01
173.51,46.346000000000004,254.46,11.107000000000001,161.91,19.022000000000002
173.35,46.402,260.4,11.130999999999998,161.54,19.070999999999998
173.35,48.842,267.96,11.049000000000001,161.29,19.258
173.41,55.493,265.87,11.069,162.09,19.293
174.04,46.206,265.42,11.179,161.1,18.917
173.55,46.845,253.42,11.044,161.31,19.011
173.88,46.845,252.19,11.078,162.22,18.994
173.48,46.283,247.88,11.139000000000001,161.1,18.954
172.6,46.847,249.26,11.027999999999999,160.61,18.809
172.99,48.555,247.95,11.027000000000001,160.89,19.112000000000002
169.12,48.629,258.82,11.038,157.66,19.063
167.79,47.187,271.3,10.877,156.53,18.965999999999998
166.08,48.076,264.76,10.789000000000001,154.92,18.854
166.08,47.998999999999995,266.3,10.767999999999999,154.92,18.938
166.08,47.683,268.12,10.662,154.78,19.019000000000002
166.18,47.683,275.11,10.584000000000001,156.54,18.455
166.18,53.281000000000006,262.86,10.388,153.83,18.836
162.35,44.035,259.52,10.379000000000001,151.5,18.793
172.93,46.08,250.38,10.379000000000001,161.6,18.54
172.47,47.50899999999999,248.09,10.184,159.41,18.218
180.47,47.50899999999999,247.48,10.059,167.77,17.892
182.14,46.09,248.6,10.078,168.44,17.892
181.83,48.718999999999994,248.92,10.04,170.16,17.923
186.29,42.935,239.58,10.277000000000001,171.97,17.792
184.69,37.969,223.43,10.208,171.08,17.275
191.43,49.604,245.72,10.582,178.31,18.535999999999998
191.48,50.342,249.27,10.75,178.19,18.544
190.94,49.425,251.37,10.728,177.54,18.835
189.88,46.239,251.62,10.704,176.95,18.680999999999997
192.35,33.33,219.1,10.587,179.55,18.445
196.73,42.01,234.62,10.897,184.17,19.009
197.82,39.473,235.29,10.919,182.96,19.145
191.38,51.766999999999996,236.48,10.83,178.01,18.73
191.88,32.766,204.84,10.837,179.0,17.08
190.84,31.365,204.84,10.825999999999999,177.61,17.612000000000002
191.14,31.905,204.68,10.809000000000001,176.47,17.215999999999998
214.52,36.044000000000004,237.07,11.338,195.46,17.375
208.32,44.797,250.89,11.667,194.44,17.5
212.27,42.354,243.48,11.737,198.38,17.439
215.86,42.722,247.41,11.954,200.66,17.435
215.13,42.657,246.84,11.914000000000001,200.46,17.455
214.11,42.657,249.05,12.058,200.52,17.529
214.47,49.981,256.26,11.877,199.01,17.709
213.79,44.183,260.77,11.960999999999999,199.59,17.855999999999998
214.0,39.78,247.14,11.985999999999999,200.22,17.855999999999998
207.35,39.145,245.96,12.145,192.73,17.859
207.02,39.145,245.96,12.079,193.04,18.174
206.88,37.451,246.53,12.133,192.42,17.762999999999998
207.46,44.748999999999995,255.65,12.167,192.02,18.261
206.6,45.51,265.2,12.175,192.31,18.64
206.57,39.068000000000005,253.56,12.175,192.85,18.64
206.29,44.455,257.79,12.11,193.03,18.684
202.52,36.098,233.63,12.11,187.55,17.629
202.5,35.802,235.58,11.950999999999999,188.38,17.764
202.5,35.802,240.27,12.079,189.21,18.312
203.43,35.839,241.87,12.052,189.84,17.906
205.31,39.09,247.19,12.057,191.27,18.219
203.98,40.375,250.06,12.164000000000001,191.58,17.993
201.03,39.702,250.06,11.921,185.73,17.256
202.51,39.702,251.11,12.087,189.04,18.92
202.96,40.346,247.06,12.212,190.44,18.417
201.7,39.843,238.57,12.168,190.69,19.049
203.91,48.463,249.9,12.177999999999999,189.44,19.250999999999998
203.94,51.03,254.03,12.193,189.44,19.551
203.94,43.858000000000004,245.29,12.148,189.59,19.055999999999997
203.61,46.396,243.21,12.173,191.02,19.078
208.38,48.618,248.34,12.558,195.07,19.395
208.73,46.879,250.46,12.520999999999999,196.76,19.683
209.4,47.141999999999996,254.88,12.54,196.15,19.927
210.32,47.141999999999996,255.27,12.512,196.46,19.483
209.89,45.611999999999995,262.56,12.550999999999998,195.83,19.505
206.6,44.821000000000005,260.48,12.390999999999998,192.08,18.692999999999998
206.06,48.93600000000001,260.48,12.129000000000001,185.09,19.932000000000002
201.26,49.644,265.7,12.062000000000001,186.97,19.905
198.65,54.451,269.51,11.945,185.94,19.905
194.88,51.266999999999996,262.42,11.767000000000001,184.45,19.419
196.43,47.923,257.62,11.79,183.95,19.012999999999998
188.49,31.695999999999998,253.84,11.467,174.2,19.012999999999998
186.6,37.99,253.84,11.712,172.95,19.134
186.73,37.833,246.56,11.758,172.29,19.022000000000002
186.73,34.218,240.38,11.780999999999999,173.25,19.039
186.73,41.56,241.07,11.690999999999999,173.25,19.035
186.63,44.683,246.42,11.75,173.25,19.035
187.71,45.606,251.11,11.809000000000001,173.8,19.29
184.85,42.93899999999999,253.0,11.618,171.27,19.227
186.65,42.93899999999999,247.29,11.708,174.66,19.087
187.53,43.21,247.63,11.731,175.69,19.093
188.74,41.81399999999999,246.99,11.7,176.65,19.273
193.05,35.241,245.83,11.675,172.09,19.184
191.13,38.239000000000004,248.15,11.737,175.77,19.207
188.44,38.239000000000004,236.49,11.703,174.4,18.613
189.02,38.343,261.17,11.370999999999999,169.76,18.671
189.58,37.067,246.9,11.475999999999999,172.05,18.671
187.67,41.68,257.26,11.477,172.54,18.733
184.28,41.43899999999999,251.19,11.249,169.9,18.703
182.01,41.43899999999999,251.66,11.248,169.87,18.680999999999997
180.25,39.821,251.56,11.245999999999999,169.87,18.217
182.99,40.349000000000004,252.27,11.365,171.4,18.217
173.69,39.906,236.85,11.095999999999998,162.61,18.221
173.89,39.906,258.85,11.253,163.62,18.694000000000003
173.89,39.592,261.47,11.184000000000001,163.88,18.72
174.11,41.115,264.33,11.209000000000001,164.13,18.827
176.08,33.846,260.64,11.277000000000001,163.64,18.840999999999998
180.97,30.026,219.43,11.0,169.65,18.929000000000002
184.92,29.738000000000003,218.86,11.232999999999999,170.85,19.58
183.91,29.897,188.33,11.187000000000001,165.64,15.985999999999999
178.58,29.897,203.87,10.934000000000001,165.57,18.528
176.38,35.054,220.29,10.997,162.67,19.082
176.06,32.229,209.17,11.005,161.87,18.682000000000002
175.08,37.804,211.72,10.925999999999998,161.96,18.902
177.18,35.965,210.34,11.085999999999999,164.2,18.840999999999998
177.04,37.049,213.03,11.084000000000001,164.26,18.685
176.8,31.362,204.72,11.084000000000001,164.41,18.332
176.8,39.082,226.26,11.085999999999999,165.14,19.191
176.71,37.771,227.93,11.102,164.16,18.683
175.94,39.492,233.64,11.024000000000001,163.81,18.840999999999998
175.78,40.301,231.79,11.059000000000001,163.45,18.479
175.61,41.95399999999999,245.08,11.05,164.03,18.51
176.45,39.004,246.53,11.009,164.67,18.51
176.16,38.366,232.38,11.062000000000001,165.02,18.455
177.26,34.943000000000005,236.3,11.062999999999999,164.61,18.386
178.23,40.409,236.8,11.062999999999999,165.46,18.249000000000002
176.98,39.556999999999995,239.78,11.062999999999999,165.63,18.413
177.45,42.492,238.64,11.082,165.76,18.461
177.52,42.111000000000004,237.91,11.082,165.11,18.285999999999998
178.37,42.111000000000004,234.85,11.087,165.58,17.954
175.97,44.308,247.35,11.119000000000002,165.58,17.96
177.74,34.994,237.12,11.045,165.67,17.96
179.57,32.83,228.05,11.058,166.1,17.762999999999998
179.33,42.419,234.92,11.1,166.29,18.065
179.25,42.641000000000005,238.85,11.020999999999999,165.43,18.307000000000002
178.44,38.839,242.26,11.058,165.41,18.492
177.01,38.848,242.62,11.058,165.41,18.383
177.91,39.654,244.83,11.058,164.95,18.425
176.51,39.227,241.86,11.062999999999999,164.54,18.336
176.26,34.895,238.26,11.11,164.11,18.079
175.41,42.126000000000005,238.26,11.015,164.34,18.557000000000002
175.49,37.414,237.88,11.039000000000001,164.49,18.297
175.59,35.884,238.65,11.07,163.64,18.509
175.47,35.184,242.98,11.07,163.84,18.417
176.24,40.545,243.02,11.071,163.45,18.397000000000002
174.93,40.911,242.33,11.100999999999999,163.97,18.235
175.7,38.315,242.33,10.984000000000002,163.66,18.235
175.98,39.774,242.48,11.049000000000001,163.36,18.328
175.55,36.832,242.81,11.151,163.32,18.619
176.27,47.826,241.79,10.977,163.37,18.396
176.27,40.607,244.86,11.052,163.43,18.311
175.34,38.404,242.69,11.052,163.46,18.169
175.22,37.696999999999996,245.46,11.034,163.9,18.169
176.71,41.06100000000001,239.82,11.067,162.98,18.112000000000002
175.83,40.078,242.94,11.128,163.43,18.264
158.52,31.459,210.53,10.503,147.04,15.35
158.13,42.53,248.86,10.398,146.31,17.225
156.54,41.818999999999996,247.73,10.435,146.29,17.14
156.68,41.818999999999996,247.73,10.357999999999999,145.67,17.159000000000002
156.68,38.461999999999996,248.45,10.378,145.99,17.164
158.11,43.025,246.15,10.466,145.5,17.158
158.14,41.729,257.96,10.402999999999999,145.23,17.485
158.14,39.39,255.86,10.425,146.16,17.345
156.66,40.64,254.09,10.425999999999998,145.37,17.165
156.84,37.314,245.77,10.383,145.23,17.26
157.23,42.324,249.16,10.448,144.63,17.125
158.83,38.479,248.23,10.477,144.08,17.340999999999998
159.08,39.742,248.23,10.488,145.57,18.522000000000002
159.12,39.742,245.48,10.37,145.62,18.082
159.74,39.196,243.73,10.445,145.16,18.082
158.76,49.303999999999995,253.72,10.458,145.85,18.105
158.23,55.558,259.75,10.515999999999998,145.56,18.208
157.93,43.799,269.68,10.447000000000001,146.94,18.207
158.06,46.736999999999995,274.48,10.479000000000001,145.94,18.125
151.9,42.766999999999996,224.68,10.1,141.02,16.518
145.93,33.12,206.06,9.7135,136.6,16.518
146.42,32.531,209.58,9.7529,136.89,16.553
147.4,35.384,208.82,9.8266,136.24,16.469
139.62,31.066,200.7,9.8164,129.12,15.883
139.46,40.326,212.13,9.8193,129.86,16.820999999999998
140.84,34.513000000000005,215.03,9.75,129.61,16.588
140.19,36.546,216.43,9.7839,129.77,16.581
140.19,37.619,213.47,9.8108,130.53,16.355
140.37,30.721999999999998,208.21,9.8384,130.37,16.177
140.86,39.525,222.54,9.7566,130.33,16.785999999999998
140.99,34.998000000000005,214.22,9.767000000000001,130.27,16.539
138.67,34.650999999999996,212.08,9.7681,130.27,16.343
138.12,34.036,169.22,9.7681,128.1,16.387
138.35,34.036,178.54,9.7372,129.13,17.035
140.22,39.394,188.83,9.7372,129.02,17.284000000000002
138.89,35.721,184.48,9.7399,129.37,16.590999999999998
138.55,37.743,186.44,9.7093,128.76,16.999000000000002
145.35,50.743,211.23,10.091000000000001,134.17,18.268
143.93,49.083,209.52,10.112,133.14,17.52
143.42,46.818000000000005,216.72,10.112,134.52,17.851
144.39,47.265,218.71,10.11,134.13,17.917
144.59,46.951,213.24,10.104,133.54,17.472
142.9,44.946000000000005,211.63,10.104,133.5,17.697
143.4,45.512,215.29,10.103,132.77,18.003
165.45,42.21,226.7,11.129000000000001,153.61,17.927
164.92,48.379,229.69,11.100999999999999,153.27,19.34
164.38,43.456,238.2,11.088,152.85,18.472
165.21,40.463,239.9,11.110999999999999,153.11,19.567
164.54,52.516000000000005,252.47,11.095,153.53,19.403
165.36,46.61,241.87,11.095,153.59,19.403
165.37,40.606,237.84,11.095,154.01,19.407
164.99,49.943000000000005,246.79,11.05,153.15,19.407
164.87,46.31,260.18,11.117,153.75,19.434
165.19,46.019,256.74,11.149000000000001,153.56,19.523
165.42,45.711999999999996,249.52,11.071,153.46,18.955
165.72,43.458,242.89,11.118,153.4,19.035999999999998
164.01,48.104,256.26,11.14,153.32,19.621
164.01,52.156000000000006,259.66,11.130999999999998,154.17,19.367
163.96,46.751999999999995,254.51,11.087,153.61,19.033
164.52,46.901,252.29,11.173,153.1,19.075
167.88,48.76,280.8,11.388,157.27,20.206
174.01,44.836000000000006,268.47,11.355,162.41,19.524
173.59,45.062,254.29,11.267000000000001,162.04,19.469
176.87,46.885,258.77,11.419,164.21,19.4
177.41,45.596000000000004,250.06,11.481,164.12,19.317
178.05,45.041000000000004,249.54,11.5,165.15,18.983
166.34,57.876999999999995,237.66,11.299000000000001,155.72,17.897000000000002
179.09,55.047,258.88,11.958,164.92,18.961
177.86,56.147,250.69,11.807,166.19,18.424
178.63,52.205,250.3,11.729000000000001,166.44,18.589000000000002
179.4,54.743,248.56,11.710999999999999,167.69,18.544
180.95,56.019,256.76,11.729000000000001,169.47,18.645
181.25,55.873000000000005,262.6,11.729000000000001,168.91,19.086
179.97,55.873000000000005,260.12,11.779000000000002,168.18,18.867
180.49,46.096000000000004,263.85,11.944,167.91,19.006
179.46,54.175,269.5,11.895999999999999,168.63,19.019000000000002
180.23,48.806999999999995,272.51,11.780999999999999,169.02,19.213
178.08,48.806999999999995,278.97,11.695,167.36,19.227999999999998
175.64,48.54,267.11,11.569,164.35,18.724
176.03,49.886,263.68,11.744000000000002,163.71,18.917
173.13,47.738,252.47,11.394,161.84,18.465
173.53,55.451,245.38,11.458,161.49,18.219
171.92,54.291000000000004,241.61,11.447000000000001,160.34,18.6
171.55,49.574,241.95,11.350999999999999,161.32,18.402
172.05,48.468,241.05,11.375,159.8,18.53
170.02,48.472,240.53,11.41,158.72,18.53
170.6,47.471000000000004,237.73,11.417,159.3,18.507
170.95,47.207,241.56,11.418,159.6,18.72
165.77,30.094,216.76,10.788,155.41,18.599
165.59,37.388000000000005,232.88,10.997,153.42,18.93
167.1,37.388000000000005,245.02,11.011,154.43,18.276
167.19,36.991,236.95,11.12,156.11,19.077
165.43,32.33,227.92,11.12,155.64,19.077
172.13,40.439,231.9,11.155999999999999,159.27,19.054000000000002
168.73,40.439,218.9,11.07,156.82,19.029
169.87,39.73,211.52,11.103,157.47,16.993
160.93,36.83,211.68,10.556,151.35,17.476
161.33,37.046,221.77,10.489,150.31,18.206
162.39,40.006,221.77,10.66,149.79,18.408
164.4,46.92,237.34,10.765999999999998,152.22,19.018
164.6,45.93899999999999,233.98,10.796,152.5,18.51
164.15,41.348,219.87,10.754000000000001,152.29,17.802
164.19,37.908,216.6,10.767999999999999,152.72,17.752
163.76,37.394,217.04,10.761,152.95,17.778
165.44,38.714,219.45,10.827,154.7,18.332
135.83,29.779,159.51,9.7608,127.32,15.839
135.44,34.105,183.06,9.6943,125.56,16.517
135.02,35.968,182.78,9.6831,125.7,16.679000000000002
136.57,38.85,189.36,9.6748,126.82,16.680999999999997
137.97,39.299,188.67,9.7629,126.98,16.576
144.97,39.486999999999995,236.36,10.086,134.32,20.995
147.2,39.486999999999995,240.51,10.353,136.64,17.622
147.48,40.797,243.2,10.353,136.81,17.899
146.95,42.972,240.05,10.35,136.87,17.858
146.67,37.580999999999996,238.71,10.352,136.07,17.687
145.84,36.391999999999996,233.1,10.442,135.43,17.788
145.26,35.771,233.53,10.329,135.41,17.641
145.65,37.835,236.72,10.365,134.84,18.19
143.84,40.888000000000005,239.53,10.435,135.08,18.038
144.64,40.256,240.25,10.378,135.02,17.608
144.92,40.27,243.11,10.38,134.76,17.827
144.92,40.125,243.12,10.444,134.76,17.55
144.88,40.577,241.77,10.414000000000001,134.78,17.749000000000002
144.75,37.238,241.07,10.4,134.86,18.000999999999998
145.68,33.297,222.03,10.360999999999999,135.62,18.214000000000002
145.75,34.461999999999996,214.69,10.36,135.56,18.244
145.03,35.986,215.6,10.34,135.13,18.244
146.57,36.188,220.45,10.35,135.68,18.002
146.94,36.188,222.93,10.35,137.76,17.962
179.08,39.562,223.08,11.382,167.8,18.081
185.72,43.659,252.99,11.745999999999999,172.81,19.53
184.55,42.333,264.72,11.718,173.21,19.53
184.67,54.236999999999995,263.94,11.764000000000001,171.23,19.517
184.23,51.596000000000004,253.8,11.742,171.16,19.269000000000002
184.09,42.343,253.8,11.802999999999999,170.88,18.98
184.09,49.626000000000005,254.07,11.825999999999999,171.27,19.012999999999998
184.1,48.172,260.77,11.834000000000001,171.44,19.012999999999998
186.16,41.378,264.4,11.847999999999999,171.1,19.458
185.07,44.36,270.47,11.845999999999998,170.68,18.724
184.6,40.567,263.33,11.671,170.31,18.766
184.05,40.187,263.84,11.725999999999999,170.31,19.245
184.89,43.608000000000004,264.19,11.843,172.88,19.42
185.46,48.187,263.84,11.797,171.72,18.96
184.44,48.475,263.84,11.783,172.49,19.589000000000002
185.19,43.458999999999996,256.0,11.82,171.49,19.584
185.19,39.641999999999996,256.46,11.807,172.71,19.584
184.76,55.637,240.02,11.6,167.47,18.401
185.4,43.92,240.02,11.773,171.51,18.836
186.62,42.36,240.42,11.856,173.3,18.858
187.31,42.068000000000005,242.93,11.835,173.93,18.858
187.88,44.473,248.53,11.924000000000001,174.45,19.136
188.72,42.601000000000006,250.97,12.0,175.01,19.692999999999998
189.81,42.806999999999995,252.25,12.01,174.86,19.327
188.02,42.806999999999995,265.66,11.993,174.64,19.524
187.51,43.003,247.7,11.913,172.04,19.096
185.12,39.357,251.77,11.838,171.99,19.355999999999998
185.69,56.478,267.17,11.873,170.98,19.518
183.32,51.578,257.96,11.734000000000002,168.65,18.604
181.35,38.968,251.3,11.737,168.73,19.123
182.99,38.521,260.81,11.725,169.2,19.577
182.4,42.516000000000005,265.34,11.720999999999998,169.83,19.702
183.88,43.233999999999995,247.53,11.76,170.05,19.069000000000003
182.64,37.486999999999995,258.7,11.727,170.29,18.882
183.06,38.457,252.78,11.735999999999999,169.94,18.91
191.74,48.361000000000004,251.26,11.777999999999999,179.0,19.132
193.91,40.144,251.23,11.847999999999999,181.59,19.105
196.96,38.344,252.89,11.847000000000001,183.67,19.293
197.3,36.95,251.79,11.854000000000001,183.62,19.257
198.2,46.041000000000004,256.51,11.854000000000001,183.62,19.257
197.82,45.467,253.36,11.917,182.89,19.247
196.53,40.571,252.8,11.936,183.26,18.774
197.55,37.903,252.8,11.936,183.57,19.076
192.36,38.923,260.81,11.942,178.09,19.291
191.6,51.52,257.72,11.943,175.07,18.991
189.98,40.983000000000004,261.7,11.864,175.03,19.392
189.5,45.21,259.73,11.925999999999998,174.46,19.122
186.77,39.046,259.13,11.943,174.68,19.122
187.9,39.952,255.09,11.832,175.96,19.160999999999998
194.19,37.757,253.8,11.914000000000001,180.96,19.136
195.17,34.813,252.81,11.855,181.38,19.136
195.37,36.105,254.73,11.827,182.22,19.171
195.03,46.158,257.87,11.902999999999999,181.03,19.171
194.79,39.344,256.28,11.865,180.69,18.741
194.79,38.408,251.41,11.869000000000002,180.47,18.727
188.53,52.119,259.05,11.869000000000002,174.17,19.203
186.25,43.068999999999996,264.81,11.76,174.25,19.177
185.05,40.711999999999996,261.14,11.85,173.8,19.016
191.69,41.521,261.53,11.854000000000001,178.29,19.401
191.38,41.521,262.06,11.870999999999999,178.11,19.272000000000002
187.51,37.798,256.72,11.825999999999999,175.46,19.180999999999997
187.83,39.035,259.78,11.855,173.71,18.999000000000002
184.14,42.739,269.69,11.696,170.28,19.379
182.29,44.228,255.67,11.56,170.01,18.617
184.48,41.995,264.05,11.575,171.65,19.548
192.65,41.995,259.67,11.538,180.57,18.925
193.84,39.661,254.76,11.607999999999999,180.65,19.043
202.56,39.661,232.58,11.6,188.4,17.973
206.19,39.262,248.21,11.6,190.89,18.34
205.72,47.128,258.67,11.648,191.11,18.448
205.72,42.273,251.94,11.681,190.98,18.475
205.82,42.034,250.57,11.634,192.8,18.288
199.75,43.38399999999999,259.17,11.652999999999999,185.1,19.092
195.93,44.792,262.5,11.673,181.68,18.664
194.31,42.876000000000005,255.54,11.706,181.26,18.312
194.57,46.315,257.71,11.665999999999999,181.52,18.282
204.97,46.471000000000004,258.26,11.642000000000001,191.34,18.504
198.51,39.929,238.28,11.689,184.07,18.504
196.73,37.829,243.96,11.571,182.66,18.542
201.92,38.842,224.69,11.59,187.13,18.730999999999998
198.69,33.187,221.51,11.683,186.9,18.787
200.24,41.403999999999996,228.66,11.640999999999998,186.9,18.921
202.24,48.063,240.94,11.887,189.65,18.866
204.19,44.603,250.28,11.927999999999999,189.54,19.074
202.76,46.927,250.18,11.97,189.54,19.158
203.37,42.646,248.43,11.962,189.61,18.796
209.96,39.586,242.85,11.925999999999998,195.83,18.8
205.94,39.037,242.66,11.939,191.52,18.942999999999998
203.64,40.273,237.77,11.93,189.71,18.475
206.6,38.31,237.63,11.978,186.54,19.34
204.47,36.704,237.2,11.915,188.78,18.753
196.29,49.242,228.68,11.575,183.82,20.067999999999998
196.31,51.605,271.38,11.265,182.37,19.928
189.12,53.943000000000005,284.37,10.889000000000001,175.18,20.258
195.11,45.373999999999995,251.63,10.681,180.52,20.258
203.45,46.167,275.87,11.727,180.43,20.267
200.93,46.167,269.57,11.68,182.88,18.718
193.56,41.757,269.57,11.588,179.95,18.652
192.23,49.81100000000001,269.73,11.568,178.41,18.660999999999998
182.89,39.958,225.1,11.155,167.84,18.660999999999998
200.7,40.914,227.69,11.822000000000001,183.93,19.315
199.28,40.449,227.25,11.934000000000001,184.45,19.514
201.83,40.506,228.74,11.879000000000001,182.71,19.807000000000002
196.87,39.114000000000004,226.38,11.898,183.25,19.276
196.11,40.227,229.58,11.898,183.34,19.379
196.41,43.117,242.07,11.875,182.89,19.442999999999998
194.68,41.342,237.52,11.802,183.66,19.625999999999998
187.81,37.783,225.15,11.847999999999999,171.4,20.410999999999998
193.2,40.313,228.7,12.12,179.57,19.447
195.73,40.398,228.44,12.109000000000002,181.14,19.424
195.7,39.025999999999996,228.44,12.124,181.27,19.771
194.7,44.625,243.67,12.136,180.01,19.828
196.08,41.732,275.7,12.112,180.91,20.057000000000002
193.62,44.058,262.89,12.112,180.29,19.747
200.17,44.52,259.25,12.120999999999999,180.77,19.901
194.97,44.201,259.71,12.037,180.77,19.811
191.75,44.201,259.71,11.886,178.34,18.937
190.48,43.797,265.41,11.905,177.93,18.937
190.8,39.974000000000004,238.86,11.88,178.45,19.331
189.52,41.078,248.15,11.842,175.74,19.331
190.23,51.461999999999996,254.68,11.890999999999998,175.76,19.355999999999998
188.42,45.854,250.35,11.872,176.27,19.227
188.29,45.178999999999995,252.48,11.837,176.28,19.262999999999998
188.57,45.635,254.2,11.880999999999998,177.04,19.288
190.54,45.635,247.88,11.85,177.25,19.525
189.1,44.205,251.25,11.824000000000002,175.98,19.525
188.36,40.352,257.83,11.880999999999998,175.44,19.581
187.34,51.85,263.05,11.814,174.05,19.233
187.21,46.271,259.37,11.814,175.04,19.813
188.31,44.883,244.78,11.808,170.73,19.555
187.96,45.833,233.34,11.808,173.57,19.522000000000002
187.04,46.963,249.26,11.765999999999998,174.99,19.522000000000002
193.67,47.143,254.82,11.765999999999998,173.9,19.671
195.61,47.026,273.27,11.758,172.68,19.835
186.53,47.026,248.14,11.654000000000002,170.15,19.227
182.63,45.573,247.66,11.605,171.23,19.351
161.58,38.155,202.35,10.989,153.1,18.641
164.3,44.486999999999995,230.39,11.144,153.23,19.632
164.62,45.941,240.16,11.057,153.43,19.574
163.79,45.55,249.95,11.08,153.43,19.352
164.78,45.123999999999995,252.08,11.084000000000001,153.64,19.489
163.34,43.135,252.14,11.14,151.54,19.604
165.39,41.128,254.21,11.14,152.95,19.655
165.77,41.997,249.76,11.165,154.16,19.307000000000002
161.8,38.4,245.91,10.905,151.74,18.817
160.96,39.567,241.74,10.970999999999998,150.08,19.625
160.96,40.405,252.36,11.0,149.37,19.81
160.78,43.534,256.86,10.994000000000002,149.6,19.579
161.83,46.589,259.78,10.991,149.72,19.554000000000002
161.81,45.581,258.22,10.922,148.62,19.272000000000002
157.58,42.11,251.78,10.789000000000001,147.17,19.439
158.62,43.69,251.66,10.797,146.59,18.962
156.86,37.814,242.75,10.767000000000001,146.85,19.06
157.37,38.328,245.4,10.83,146.44,19.363
157.91,39.722,245.94,10.798,146.59,18.989
157.95,39.591,243.23,10.815,146.79,19.088
157.95,40.861999999999995,244.69,10.777999999999999,146.79,19.154
158.18,42.12,244.69,10.784,146.73,19.209
158.18,40.28,244.83,10.82,146.73,19.26
158.17,39.472,244.46,10.754000000000001,147.27,18.951
158.18,42.977,243.39,10.789000000000001,147.52,18.965999999999998
156.72,40.238,241.39,10.772,147.4,18.965999999999998
157.04,37.639,241.91,10.814,146.36,18.994
157.31,38.531,239.39,10.792,145.52,19.01
155.85,39.522,238.2,10.794,145.45,18.884
155.7,38.109,237.19,10.794,145.29,19.119
139.91,38.109,163.22,9.7312,129.79,17.250999999999998
140.41,35.948,177.19,9.6594,129.77,16.8
140.11,32.501,184.65,9.6724,129.98,16.967
139.7,33.835,186.5,9.7001,130.1,16.476
139.23,34.881,188.86,9.6421,130.02,16.814
141.11,31.644000000000002,185.41,9.6847,130.26,16.414
139.69,33.399,190.33,9.6856,130.7,16.46
140.51,33.4,190.26,9.6413,131.44,16.923
134.44,33.152,190.88,9.6957,123.85,16.137
133.96,35.157,195.73,9.6701,123.63,16.414
133.62,37.288000000000004,203.48,9.6842,123.25,17.041
133.43,36.448,201.48,9.6842,123.57,16.942999999999998
133.04,36.883,204.74,9.685,123.31,16.942999999999998
132.52,38.187,200.1,9.6611,123.87,16.94
133.85,37.846,195.88,9.7079,124.11,16.529
135.15,37.846,203.68,9.7592,124.22,17.6
133.45,34.355,197.84,9.6612,123.92,16.706
133.5,36.552,199.18,9.7095,123.95,16.767
